Applicant_ID,Applicant_Age,Gender,Marital_Status,Dependents,Education_Level,Employment_Status,Annual_Income_Lakhs,Credit_Score,Loan_Amount_Lakhs,Loan_Term_Years,Interest_Rate_Percent,Down_Payment_Percent,Loan_Type,Property_Location,Property_Value_Lakhs,Property_Type,Existing_Loans_Amount,EMI_Affordability_Percent,Prior_Relationship_Years,Loan_Approval_Status,Application_Date
7808,58,Other,Widowed,0,High School,Self-Employed,32.37,428,131.09,30,7.4,19.45,Construction,Urban,197.18,Independent House,30.55,23.64,4,Approved,19-01-2020
7809,39,Male,Single,3,Postgraduate,Self-Employed,13.53,605,134.38,25,10.48,12.48,Construction,Urban,120.31,Apartment,47.93,10.94,17,Rejected,02-05-2018
7810,38,Female,Divorced,4,Doctorate,Unemployed,41.11,582,143.07,10,10.43,25.78,Construction,Urban,74.06,Independent House,6.12,12.37,4,Rejected,01-04-2020
7811,22,Female,Single,2,Postgraduate,Unemployed,37.12,547,37.76,30,6.8,29.06,Construction,Urban,258.97,Plot,5.23,26.07,1,Approved,02-08-2025
7812,26,Male,Divorced,3,High School,Salaried,26.18,422,19.22,20,10.54,19.43,Home Purchase,Semi-Urban,47.97,Plot,11.56,34.95,0,Approved,13-12-2022
7813,60,Male,Widowed,1,High School,Unemployed,26.02,838,129.28,15,10.47,22.57,Home Purchase,Semi-Urban,47.16,Apartment,35.43,36.55,13,Approved,26-08-2019
7814,64,Other,Married,2,High School,Self-Employed,39.54,347,26.78,10,9.3,13.16,Refinance,Rural,145.48,Plot,3.42,23.07,15,Approved,30-01-2023
7815,49,Female,Married,3,High School,Unemployed,19.03,574,133,20,10.9,20.42,Home Purchase,Rural,198.92,Independent House,38.35,5.01,9,Approved,17-03-2020
7816,47,Other,Widowed,0,Doctorate,Salaried,46.78,306,31.95,15,9.95,27.96,Construction,Semi-Urban,51.86,Apartment,15.49,18.59,18,Approved,24-10-2025
7817,27,Female,Widowed,0,Doctorate,Salaried,40.04,493,138.58,15,6.73,29.49,Home Purchase,Rural,173.26,Plot,45.82,49.87,3,Approved,20-06-2024
7818,31,Male,Divorced,2,Doctorate,Salaried,47.15,620,130.86,20,10.8,22.79,Home Purchase,Urban,36.55,Plot,24.99,22.9,12,Approved,12-04-2019
7819,27,Female,Widowed,3,High School,Salaried,6.98,388,95.22,20,9.4,20.69,Refinance,Urban,46.36,Apartment,46.29,18.99,12,Approved,22-06-2025
7820,31,Male,Widowed,4,High School,Unemployed,14.99,313,136.67,25,10.48,23.44,Refinance,Urban,189.23,Apartment,23.19,18.3,10,Approved,23-05-2020
7821,45,Other,Single,4,High School,Self-Employed,12.87,324,23.53,15,8.88,19.04,Construction,Rural,268.17,Apartment,36.41,10.03,11,Rejected,12-08-2019
7822,25,Female,Widowed,2,Postgraduate,Salaried,4.45,376,85.17,15,8.29,12.03,Refinance,Semi-Urban,251.41,Independent House,38.93,26.11,0,Approved,23-12-2022
7823,58,Male,Divorced,2,Postgraduate,Unemployed,36.35,371,37.66,15,7.43,16.58,Home Purchase,Rural,64.27,Plot,16.24,39.95,19,Approved,11-09-2023
7824,56,Other,Widowed,0,Postgraduate,Unemployed,15.72,511,24.63,15,7.75,13.02,Refinance,Semi-Urban,170.49,Plot,47.27,23.22,17,Approved,16-08-2018
7825,33,Male,Married,1,Postgraduate,Salaried,4.62,570,41.33,25,8.79,18.06,Construction,Semi-Urban,140.06,Independent House,28.86,27.96,4,Approved,11-03-2020
7826,58,Other,Divorced,1,Postgraduate,Self-Employed,36.86,757,66.85,25,6.97,25.46,Home Purchase,Urban,121.65,Apartment,32.14,37.37,13,Rejected,27-05-2019
7827,56,Female,Widowed,1,Postgraduate,Unemployed,12.95,751,62.82,15,8.74,8.71,Refinance,Semi-Urban,116.55,Independent House,35.16,8.94,13,Rejected,21-05-2018
7828,21,Female,Married,0,Postgraduate,Self-Employed,34.93,373,97.51,20,10.75,16.73,Home Purchase,Rural,94.57,Apartment,14.05,18.96,2,Approved,08-12-2019
7829,32,Other,Married,2,Doctorate,Self-Employed,19.31,717,43.88,20,7.86,12.34,Construction,Semi-Urban,292.66,Apartment,36.24,45.26,19,Approved,18-03-2018
7830,42,Male,Divorced,1,High School,Self-Employed,6.21,749,24.68,25,9.54,23.82,Home Purchase,Rural,45.39,Apartment,29.36,33.18,14,Approved,18-10-2018
7831,48,Female,Divorced,1,Postgraduate,Salaried,36.01,783,13.02,30,9.08,19.74,Construction,Rural,252.96,Plot,41.57,47.41,12,Rejected,18-10-2020
7832,21,Male,Divorced,3,Postgraduate,Unemployed,4.99,708,14.86,15,10.31,28.31,Refinance,Rural,283.58,Plot,42,29.74,1,Rejected,28-12-2018
7833,34,Female,Divorced,1,High School,Self-Employed,31.59,378,140.41,10,9.12,8.59,Refinance,Rural,115.08,Independent House,8.51,34.19,8,Approved,03-05-2023
7834,39,Male,Married,0,Doctorate,Unemployed,15.55,445,116.93,30,9.92,20.91,Refinance,Rural,128.02,Independent House,26.87,41.95,14,Rejected,29-07-2025
7835,54,Male,Divorced,1,High School,Self-Employed,3.02,601,149.5,20,8.79,19.68,Construction,Rural,294.95,Apartment,24.16,22.3,9,Approved,13-01-2022
7836,24,Male,Single,3,Doctorate,Self-Employed,31.14,539,49.15,15,8.81,28.33,Construction,Semi-Urban,137.57,Plot,43.75,9.59,9,Approved,27-04-2022
7837,40,Female,Divorced,1,High School,Self-Employed,5.47,767,76.69,30,7.21,24.91,Construction,Rural,135.28,Plot,48.17,5.72,2,Approved,07-04-2025
7838,33,Female,Divorced,4,Postgraduate,Salaried,7.53,828,118.86,20,7.16,17.14,Refinance,Semi-Urban,274.99,Independent House,25.97,41.49,14,Approved,08-08-2023
7839,58,Other,Married,4,Postgraduate,Salaried,35.99,844,60.47,20,8.73,12.62,Refinance,Urban,59.57,Independent House,45.54,6.22,17,Rejected,23-04-2023
7840,27,Male,Divorced,0,High School,Salaried,44.58,784,42.74,10,6.87,16.37,Home Purchase,Semi-Urban,199.07,Plot,5.77,32.11,15,Approved,21-08-2024
7841,41,Other,Single,4,High School,Self-Employed,31.41,583,44.86,30,7.36,24.6,Home Purchase,Rural,174.03,Independent House,19.41,44.66,17,Rejected,19-08-2022
7842,53,Other,Married,2,Doctorate,Unemployed,38.81,628,125.57,25,7.82,17.03,Refinance,Semi-Urban,60.08,Plot,20.41,8.77,18,Approved,24-03-2025
7843,42,Female,Single,0,Doctorate,Salaried,17.41,480,28.08,20,9.13,24.54,Home Purchase,Rural,274.2,Apartment,16.86,35.78,4,Approved,10-04-2020
7844,63,Female,Married,4,Postgraduate,Unemployed,16.64,517,70.46,30,9.25,14.67,Construction,Urban,155.03,Independent House,28.98,23.96,7,Approved,25-05-2020
7845,30,Female,Divorced,1,High School,Salaried,24.89,821,142.18,25,7.81,19.37,Refinance,Urban,220.93,Independent House,6.08,26.8,14,Approved,14-10-2025
7846,59,Male,Widowed,1,High School,Self-Employed,18.29,437,100.2,15,8.09,27.27,Construction,Urban,174.77,Apartment,29.74,43.42,14,Approved,28-07-2025
7847,52,Other,Widowed,4,High School,Salaried,39.68,541,144.28,10,8.35,8.45,Construction,Rural,95.89,Plot,39.76,48.03,19,Approved,05-02-2024
7848,35,Female,Widowed,2,Graduate,Self-Employed,20.19,350,76.01,10,9.52,18.84,Refinance,Urban,118.15,Plot,15.03,5.46,5,Approved,10-05-2024
7849,36,Female,Married,2,Graduate,Salaried,7.18,332,106.33,10,9.22,28.35,Construction,Rural,278.73,Independent House,1.48,31.2,15,Approved,22-10-2022
7850,33,Other,Married,4,High School,Unemployed,2.27,481,72.55,10,10.18,28.89,Home Purchase,Rural,256.68,Independent House,35.38,35.97,3,Approved,29-10-2025
7851,51,Male,Widowed,3,High School,Unemployed,41.36,623,38.81,30,9.27,10.3,Refinance,Urban,32.78,Independent House,29.91,45.13,15,Approved,24-12-2024
7852,29,Male,Married,1,High School,Unemployed,45.24,755,127.53,15,10.47,8.75,Refinance,Semi-Urban,45.87,Apartment,3.85,38.96,1,Approved,23-05-2021
7853,61,Female,Divorced,0,High School,Self-Employed,31.72,561,98.09,15,8.08,11.34,Construction,Urban,293.88,Apartment,24.84,31.24,17,Rejected,21-09-2021
7854,59,Female,Divorced,3,High School,Unemployed,24.51,840,95.83,15,7.59,25.54,Home Purchase,Semi-Urban,150.11,Independent House,22.25,12.86,9,Approved,08-04-2025
7855,64,Other,Married,2,Graduate,Unemployed,19.73,848,29.15,30,7.04,16.58,Construction,Semi-Urban,251.48,Plot,29.77,12.72,0,Approved,05-12-2022
7856,32,Male,Married,1,Doctorate,Salaried,18.24,322,70.78,25,10.65,27.99,Construction,Rural,203.34,Independent House,23.92,30.01,16,Rejected,04-04-2018
7857,53,Female,Married,2,Postgraduate,Self-Employed,19.43,705,119.22,25,10.76,13.65,Construction,Urban,36.95,Independent House,20.38,41.2,17,Approved,07-01-2024
7858,50,Female,Single,4,Graduate,Self-Employed,8.29,706,33.86,10,10.59,11.02,Refinance,Semi-Urban,295.15,Plot,23.58,31.42,15,Rejected,16-01-2021
7859,38,Male,Divorced,3,Graduate,Self-Employed,20.22,476,146.46,25,6.78,5.63,Refinance,Urban,94.92,Independent House,46.85,9.88,18,Rejected,26-07-2019
7860,59,Other,Single,4,Graduate,Salaried,14.9,445,34.38,25,9.94,25.21,Construction,Urban,82.06,Independent House,45.52,12.9,11,Approved,29-09-2021
7861,35,Male,Divorced,3,Postgraduate,Salaried,6.6,402,84.09,25,7.69,18.09,Home Purchase,Urban,148.98,Independent House,5.48,35.9,7,Approved,30-05-2018
7862,40,Female,Divorced,1,Postgraduate,Self-Employed,36.6,347,7.29,15,7.29,6.8,Construction,Urban,190.77,Apartment,15.62,28.55,0,Approved,24-07-2019
7863,48,Male,Divorced,3,High School,Self-Employed,16.53,645,13.68,25,10.19,9.3,Home Purchase,Rural,65.51,Independent House,8.85,41.74,19,Approved,18-08-2024
7864,33,Female,Widowed,2,High School,Unemployed,14.31,764,129.95,25,7.79,7.74,Construction,Rural,198.28,Independent House,26.37,21.62,3,Approved,03-08-2020
7865,40,Female,Married,1,Postgraduate,Unemployed,6.71,431,137.2,20,10.12,19.74,Construction,Urban,143.78,Plot,10.3,29.25,12,Approved,03-01-2020
7866,28,Male,Divorced,1,Postgraduate,Salaried,26.13,499,111.94,30,7.33,26.02,Home Purchase,Semi-Urban,52.61,Plot,3.89,41.23,14,Rejected,28-08-2023
7867,43,Female,Divorced,4,High School,Self-Employed,33.78,326,33.17,10,8.48,24.86,Refinance,Semi-Urban,55.78,Apartment,48.57,43.4,18,Approved,17-05-2022
7868,21,Other,Married,1,Graduate,Unemployed,15.46,445,70.48,20,9.54,5.5,Construction,Urban,31.68,Plot,31.39,30.21,12,Approved,08-03-2019
7869,37,Male,Divorced,4,Postgraduate,Salaried,43.41,304,49.55,10,8.67,16.23,Home Purchase,Semi-Urban,31.6,Plot,47.05,43,18,Approved,10-09-2024
7870,63,Other,Single,2,Graduate,Unemployed,49.95,495,76.73,25,7.26,16.04,Refinance,Rural,68.98,Plot,5.43,8.24,6,Rejected,15-11-2018
7871,38,Female,Married,3,High School,Salaried,8.11,405,56.53,15,8.15,22.02,Home Purchase,Urban,239.53,Apartment,12.98,27.97,1,Approved,21-06-2021
7872,61,Female,Married,4,Postgraduate,Self-Employed,28.34,496,113.63,15,9.99,26.65,Home Purchase,Semi-Urban,271.89,Independent House,30.12,48.67,15,Approved,26-04-2023
7873,43,Male,Widowed,2,High School,Self-Employed,23.48,748,70,25,10.05,7.3,Construction,Rural,148.22,Independent House,32.14,9.03,7,Approved,18-03-2018
7874,42,Other,Widowed,4,Graduate,Unemployed,44.5,734,50.98,20,7.25,7.46,Home Purchase,Rural,89.72,Plot,23.06,25.1,16,Rejected,07-06-2019
7875,50,Female,Widowed,2,Graduate,Unemployed,43.77,715,69.11,10,9.64,15.52,Construction,Rural,277.55,Independent House,42.56,9.9,2,Approved,16-02-2019
7876,24,Male,Married,0,Doctorate,Self-Employed,21.76,318,25.89,20,7,8.72,Construction,Rural,77.04,Independent House,45.1,28.54,2,Approved,22-10-2025
7877,33,Male,Widowed,0,High School,Self-Employed,6.34,402,127.53,30,7.56,26.86,Construction,Semi-Urban,43,Plot,17.11,13.2,10,Approved,25-07-2022
7878,63,Female,Single,4,Graduate,Salaried,28.1,678,125.69,15,6.51,27.21,Construction,Rural,143.19,Apartment,16.39,49.71,6,Approved,01-04-2021
7879,49,Female,Single,0,Graduate,Salaried,37.76,525,124.53,20,8.84,11.41,Home Purchase,Rural,191.16,Apartment,11.2,49.41,16,Rejected,19-02-2021
7880,43,Other,Single,0,Graduate,Unemployed,16.17,687,16.44,15,6.85,12.56,Home Purchase,Semi-Urban,92.81,Plot,28.28,36.61,2,Approved,05-07-2018
7881,61,Other,Divorced,0,High School,Salaried,23.51,783,75.41,15,9.6,19.93,Home Purchase,Urban,72.31,Apartment,3.89,10.09,0,Approved,06-06-2024
7882,37,Male,Widowed,3,Graduate,Unemployed,4.28,320,50.04,25,9.63,14.21,Construction,Urban,116.27,Independent House,9.18,22.66,4,Rejected,09-12-2020
7883,27,Other,Divorced,1,Graduate,Self-Employed,19.17,656,121.13,10,10.45,16.1,Home Purchase,Urban,88.93,Apartment,47.28,43.91,14,Approved,02-07-2024
7884,35,Female,Married,1,Postgraduate,Salaried,17.98,721,43.95,15,7.69,20.46,Home Purchase,Rural,73.62,Independent House,28.58,37.37,16,Approved,19-03-2018
7885,25,Other,Divorced,0,Doctorate,Self-Employed,3.43,636,100.63,10,10.3,24.09,Construction,Semi-Urban,191.28,Plot,34.22,7.77,1,Approved,16-10-2019
7886,43,Male,Divorced,4,Postgraduate,Salaried,15.41,319,133.21,30,9.8,25.76,Construction,Urban,44.87,Plot,19.06,21,11,Approved,06-10-2020
7887,56,Female,Single,1,Postgraduate,Unemployed,45.31,580,87.49,10,9.29,12.36,Refinance,Urban,154.38,Plot,10.07,47.4,13,Approved,09-07-2023
7888,44,Female,Divorced,4,Graduate,Salaried,48.22,728,23.62,30,6.89,9.25,Construction,Urban,223.7,Independent House,7.42,28.87,6,Rejected,17-05-2020
7889,60,Female,Divorced,1,Postgraduate,Salaried,15.74,334,21.27,10,7.07,25.59,Construction,Rural,282.16,Plot,20.07,9.33,18,Rejected,18-07-2023
7890,24,Male,Single,4,Doctorate,Unemployed,5.59,678,37.63,20,8.69,17.19,Home Purchase,Urban,63.41,Apartment,5.24,22.84,9,Approved,29-10-2020
7891,33,Male,Divorced,1,Doctorate,Self-Employed,18.99,676,128.68,15,7.25,23.73,Home Purchase,Rural,196.7,Independent House,45.37,33.19,1,Approved,09-11-2019
7892,45,Other,Widowed,0,Doctorate,Unemployed,17.81,702,108.98,30,6.6,29.36,Home Purchase,Semi-Urban,115.04,Plot,48.6,13.82,12,Approved,26-04-2018
7893,45,Male,Divorced,1,High School,Self-Employed,23.26,784,56.95,15,9.3,21.45,Construction,Rural,262.33,Plot,23.48,35.89,5,Approved,14-06-2024
7894,48,Other,Married,0,Postgraduate,Unemployed,38.42,381,71.98,30,7.93,11.38,Home Purchase,Rural,284.82,Independent House,20.11,43.52,18,Rejected,09-07-2025
7895,52,Other,Divorced,4,Graduate,Unemployed,20.62,662,104.51,15,8.63,15.13,Refinance,Urban,299.82,Independent House,26.24,40.89,3,Approved,21-09-2025
7896,27,Other,Widowed,0,Postgraduate,Unemployed,23.18,300,145.03,15,9.17,13.85,Refinance,Rural,272.5,Plot,9,13.8,8,Approved,07-05-2019
7897,62,Female,Widowed,0,Postgraduate,Salaried,28.51,619,65.49,30,8.22,23,Refinance,Semi-Urban,120.4,Independent House,38.59,12,12,Approved,14-12-2023
7898,42,Male,Divorced,0,Postgraduate,Salaried,32.61,794,117.12,25,7.35,23.77,Home Purchase,Semi-Urban,123.19,Independent House,42.82,43.15,2,Approved,05-03-2022
7899,21,Female,Widowed,3,High School,Unemployed,4.18,626,23.49,25,7.53,15.6,Home Purchase,Semi-Urban,247.78,Plot,23.15,13.5,17,Approved,15-03-2021
7900,32,Male,Widowed,1,Doctorate,Self-Employed,4.08,666,98.3,15,10.64,13.78,Construction,Semi-Urban,238.71,Apartment,3.65,40.91,14,Rejected,03-08-2024
7901,41,Male,Single,1,Postgraduate,Unemployed,7.44,344,115.2,10,7.27,27.63,Construction,Urban,162.53,Independent House,8.28,21.36,18,Approved,13-11-2019
7902,43,Male,Divorced,3,High School,Salaried,46.09,455,74.02,15,10.67,10.26,Refinance,Urban,78.22,Independent House,27.07,48.67,0,Approved,29-09-2018
7903,54,Male,Widowed,4,Doctorate,Self-Employed,7.41,506,45.64,20,7.39,11.14,Refinance,Semi-Urban,259.5,Apartment,41.74,31.19,6,Approved,02-06-2021
7904,45,Other,Single,2,Doctorate,Unemployed,17.39,571,137.96,15,7.71,27.55,Refinance,Urban,246.45,Plot,4.85,7.58,18,Approved,27-03-2024
7905,45,Other,Divorced,2,Postgraduate,Self-Employed,31.95,691,34.28,15,7.47,6.93,Refinance,Semi-Urban,91.32,Independent House,10.29,38.93,4,Rejected,26-11-2023
7906,22,Female,Single,1,Doctorate,Self-Employed,43.54,786,84.3,10,10.88,9.77,Refinance,Semi-Urban,233.79,Apartment,44.69,19.44,18,Approved,21-12-2022
7907,37,Male,Divorced,2,Graduate,Unemployed,41.52,620,144.03,20,7.12,20.47,Refinance,Urban,56.52,Plot,46.91,22.49,18,Rejected,07-01-2019
7908,58,Male,Divorced,4,Postgraduate,Unemployed,30.94,596,48.33,30,9.71,29.95,Construction,Rural,291.48,Plot,23.05,26.27,17,Approved,27-09-2018
7909,47,Other,Widowed,4,High School,Salaried,30.12,426,48.74,25,8.01,25.15,Home Purchase,Urban,263.73,Apartment,36.79,17.1,17,Approved,10-10-2023
7910,51,Other,Married,0,High School,Salaried,8.4,814,38.79,20,7.76,29,Construction,Rural,123.21,Plot,37.18,42.37,12,Approved,16-12-2023
7911,45,Male,Married,3,Doctorate,Salaried,20.41,355,132.46,20,7.53,18.03,Home Purchase,Urban,147.27,Apartment,42.47,22.17,1,Approved,29-09-2023
7912,44,Other,Married,2,Doctorate,Self-Employed,2.35,608,6.96,30,9.46,8.36,Construction,Semi-Urban,216.99,Apartment,5.54,6.12,3,Rejected,27-10-2024
7913,64,Female,Single,4,Graduate,Unemployed,19.41,645,67.06,20,9.77,6.81,Refinance,Urban,298.85,Independent House,46.66,18.37,16,Approved,08-06-2020
7914,51,Female,Divorced,3,Postgraduate,Self-Employed,13.03,527,96.49,10,6.75,28.65,Refinance,Rural,146.51,Independent House,5.49,36.55,16,Rejected,05-08-2023
7915,51,Male,Married,4,Doctorate,Salaried,26.12,791,144.3,10,9.55,19.19,Construction,Semi-Urban,215.01,Apartment,9.32,10.69,15,Approved,29-07-2020
7916,40,Other,Widowed,1,Doctorate,Salaried,9.57,411,74.78,30,8.56,10.2,Refinance,Urban,70.51,Apartment,38.19,43.12,8,Approved,31-05-2022
7917,45,Female,Married,2,High School,Salaried,36.27,744,108.05,30,9.37,17.53,Refinance,Semi-Urban,185.26,Plot,20.98,26.53,12,Rejected,25-08-2018
7918,44,Male,Single,2,High School,Salaried,32.96,724,76.34,15,8.82,29.33,Home Purchase,Rural,238.14,Independent House,0.72,37.42,19,Approved,26-12-2018
7919,43,Other,Divorced,0,Doctorate,Unemployed,46.05,450,105.86,25,8.53,19.28,Construction,Urban,68.72,Plot,45.92,12.33,4,Approved,08-12-2018
7920,64,Male,Single,1,Doctorate,Salaried,20.57,695,125.94,10,7.89,27.88,Refinance,Semi-Urban,98.96,Plot,19.72,9.83,6,Rejected,10-10-2024
7921,43,Other,Single,1,Graduate,Self-Employed,38.75,546,46.91,20,8.27,18.67,Refinance,Rural,59.17,Plot,15.21,17.44,14,Approved,03-02-2022
7922,59,Female,Married,3,Graduate,Self-Employed,9.35,754,47.87,15,7.89,25.5,Construction,Rural,113.4,Apartment,47.34,16.1,6,Rejected,06-09-2025
7923,27,Male,Single,1,High School,Salaried,35.83,380,39.22,15,10.1,29.86,Refinance,Semi-Urban,103.82,Plot,18.28,14.35,12,Approved,11-04-2019
7924,55,Other,Divorced,0,Postgraduate,Unemployed,24.26,497,142.68,20,10.19,20.14,Construction,Urban,116.97,Independent House,21.86,37.11,13,Rejected,02-02-2019
7925,62,Female,Widowed,3,Graduate,Unemployed,9.85,561,117.93,15,9.46,21.87,Construction,Rural,197.98,Apartment,12.9,44.27,16,Approved,09-03-2019
7926,32,Male,Single,2,High School,Self-Employed,17.77,738,140.82,15,9.96,25.18,Refinance,Urban,57.43,Plot,33.67,39.48,2,Approved,14-02-2020
7927,21,Male,Single,3,Postgraduate,Unemployed,29.93,668,76.55,30,10.82,28.36,Home Purchase,Semi-Urban,242.61,Apartment,36.84,49.28,9,Rejected,10-05-2020
7928,47,Other,Divorced,2,High School,Salaried,36.56,411,145.3,10,8.48,12.13,Home Purchase,Urban,99.15,Apartment,40.54,8.13,5,Rejected,17-02-2025
7929,25,Male,Single,2,Graduate,Unemployed,16.78,847,10.43,15,8.69,25.64,Refinance,Urban,145.52,Plot,26.88,46.39,8,Approved,05-11-2022
7930,53,Male,Widowed,2,High School,Salaried,23.36,626,123.99,15,9.26,10.81,Home Purchase,Urban,53.73,Independent House,43.58,40.84,15,Rejected,04-02-2020
7931,37,Other,Widowed,0,Graduate,Salaried,32.59,398,66.11,30,8.17,18.54,Construction,Rural,295.67,Independent House,29.31,42.02,17,Rejected,11-09-2022
7932,44,Male,Widowed,3,Graduate,Unemployed,46.62,518,13.38,20,8.8,25.03,Construction,Urban,104.18,Independent House,48.22,15.37,12,Approved,15-01-2023
7933,36,Male,Widowed,1,Postgraduate,Self-Employed,9.08,445,12.49,20,6.75,26.7,Refinance,Rural,269.21,Plot,31.78,6.61,13,Approved,17-04-2024
7934,36,Female,Single,2,Graduate,Salaried,19.55,791,22.67,10,7.47,5.51,Refinance,Rural,195.19,Apartment,27.97,36.07,14,Approved,19-10-2025
7935,43,Male,Divorced,2,Doctorate,Self-Employed,31.29,762,104.35,30,7.48,21.73,Refinance,Semi-Urban,264.68,Apartment,45.57,26.93,16,Approved,12-01-2020
7936,63,Other,Widowed,2,Graduate,Salaried,38.35,757,105.69,25,8.21,21.1,Construction,Urban,104.68,Independent House,31.34,21.44,16,Rejected,11-12-2021
7937,34,Male,Married,1,Doctorate,Unemployed,24.57,325,19.72,30,7.52,29.49,Construction,Semi-Urban,51.12,Plot,23.08,20.67,19,Approved,27-06-2025
7938,62,Female,Single,0,Graduate,Salaried,25.8,558,14.11,10,8.7,28.67,Refinance,Urban,213.44,Plot,26.87,38.2,4,Approved,21-09-2024
7939,45,Male,Married,0,Postgraduate,Salaried,6.07,397,107.22,20,10.42,27.95,Construction,Urban,189.43,Independent House,43.23,38.78,15,Approved,14-01-2025
7940,27,Male,Married,1,High School,Self-Employed,28.65,555,117.01,25,8.96,24.26,Refinance,Rural,52.13,Independent House,18.28,45.93,1,Approved,26-06-2018
7941,39,Male,Divorced,2,Postgraduate,Self-Employed,30.89,741,16.26,10,8.1,12.28,Construction,Semi-Urban,133.18,Apartment,2.4,20.74,5,Rejected,17-01-2023
7942,41,Female,Married,1,High School,Unemployed,27.93,640,82.61,20,9.89,8.1,Home Purchase,Semi-Urban,97.4,Plot,42.85,43.73,0,Rejected,19-05-2022
7943,57,Male,Single,1,Graduate,Unemployed,9.27,789,97.58,15,8.35,11.49,Construction,Semi-Urban,286.9,Independent House,17.55,24.8,12,Approved,24-03-2020
7944,59,Female,Widowed,4,High School,Salaried,10.04,717,122.17,30,10.07,25.2,Refinance,Urban,278.83,Plot,2.11,46.31,12,Approved,09-02-2024
7945,63,Female,Married,2,Doctorate,Self-Employed,26.24,471,98.84,15,8.56,24.02,Home Purchase,Rural,76.02,Apartment,3.41,12.41,4,Approved,27-09-2023
7946,23,Female,Single,0,High School,Salaried,26.6,495,13.08,10,10.28,14.14,Home Purchase,Urban,110.44,Apartment,10.38,34.62,3,Approved,08-04-2018
7947,48,Female,Divorced,2,Graduate,Unemployed,24.33,587,22.04,30,7.64,12.5,Refinance,Semi-Urban,117.06,Apartment,47.94,48.89,16,Approved,25-05-2019
7948,54,Female,Widowed,1,High School,Self-Employed,12.27,586,7.69,20,7.56,29.55,Construction,Rural,114.79,Independent House,41.47,48.85,3,Approved,03-10-2019
7949,53,Other,Divorced,4,Postgraduate,Unemployed,8.39,590,10.1,15,8.12,6.63,Refinance,Rural,151.9,Independent House,8.1,23.64,7,Rejected,13-07-2024
7950,32,Male,Single,4,Doctorate,Salaried,30.91,543,138.46,25,8.91,9.46,Refinance,Semi-Urban,275.12,Plot,33.61,41.52,2,Rejected,21-01-2020
7951,26,Female,Divorced,1,High School,Self-Employed,20.61,625,145.46,20,7.39,7.57,Home Purchase,Rural,238.93,Apartment,25.74,20.33,9,Approved,24-03-2020
7952,45,Male,Married,2,Doctorate,Salaried,44.15,583,103.71,25,9.28,11.13,Home Purchase,Urban,57.43,Independent House,12.37,46.67,6,Approved,24-01-2018
7953,35,Other,Single,1,High School,Salaried,19.53,725,17.65,25,8.08,6.95,Home Purchase,Semi-Urban,188.92,Independent House,38.06,26.87,19,Rejected,24-05-2021
7954,47,Female,Married,0,Doctorate,Unemployed,25.82,428,52.11,20,8.43,20.95,Refinance,Rural,136.54,Apartment,47.67,46.15,19,Rejected,20-01-2019
7955,39,Female,Widowed,0,Postgraduate,Unemployed,46.45,436,113.43,30,7.13,23.23,Refinance,Semi-Urban,138.76,Plot,8.8,25.5,2,Approved,11-11-2023
7956,27,Male,Single,0,Postgraduate,Unemployed,40.87,398,127.19,15,8.4,10.1,Construction,Urban,165.03,Independent House,14.5,23.86,6,Approved,22-03-2024
7957,49,Other,Single,2,Postgraduate,Self-Employed,26.31,529,9.47,25,10.09,20.27,Home Purchase,Rural,66.44,Independent House,40.15,24.22,16,Approved,05-03-2022
7958,33,Female,Single,1,Graduate,Unemployed,48.59,744,47.41,15,6.6,12.7,Refinance,Semi-Urban,172.79,Plot,19.72,21.23,13,Approved,21-07-2025
7959,50,Other,Married,1,Graduate,Salaried,30.41,710,149.04,15,9.88,29.78,Construction,Urban,192.63,Independent House,47.54,39.3,18,Approved,03-09-2020
7960,22,Male,Married,3,Postgraduate,Salaried,41.6,819,136.59,20,10.55,16.72,Construction,Rural,236.96,Plot,29.35,49.2,1,Rejected,24-02-2018
7961,37,Other,Widowed,4,Doctorate,Unemployed,26.42,428,128.63,20,7.26,26.79,Refinance,Rural,109.31,Plot,2.42,22,7,Approved,02-12-2024
7962,40,Female,Married,4,High School,Self-Employed,48.68,424,120.52,15,9.59,12.26,Construction,Semi-Urban,178.98,Independent House,27.26,5.96,18,Approved,24-10-2021
7963,52,Other,Single,4,Postgraduate,Salaried,4.62,505,129.7,20,10.86,29.84,Refinance,Urban,100.31,Independent House,38.7,24.97,19,Approved,21-04-2023
7964,51,Male,Married,2,High School,Self-Employed,48.18,756,93.71,15,7.71,26.47,Home Purchase,Rural,83.9,Plot,30.01,26.09,10,Approved,26-12-2024
7965,29,Female,Widowed,2,High School,Unemployed,7.12,675,122.71,30,10.28,6.64,Refinance,Semi-Urban,294.59,Independent House,44.55,10.81,12,Approved,01-02-2020
7966,28,Other,Divorced,1,High School,Salaried,29.1,614,67.29,30,9.56,18.95,Construction,Semi-Urban,174.96,Independent House,34.18,17.72,14,Approved,27-09-2020
7967,50,Male,Widowed,0,Doctorate,Self-Employed,43.21,399,102.01,10,7.96,11.27,Home Purchase,Semi-Urban,104.06,Apartment,42.12,31.97,13,Approved,27-05-2020
7968,35,Other,Married,1,Doctorate,Self-Employed,34.89,810,119.53,10,10.33,19.11,Construction,Rural,233.16,Independent House,47.93,36.55,14,Approved,16-12-2021
